CustomerID,last_purchase_date,Recency,Frequency,Monetary,Cluster_ID,Segment_Name
12383.0,2011-06-08 08:02:00,184,5,1850.5599999999997,2,Regular
12384.0,2011-11-11 08:39:00,28,2,585.2700000000001,2,Regular
12385.0,2010-11-25 15:14:00,379,1,1938.3999999999999,0,Churn Risk
12386.0,2011-01-06 12:37:00,337,2,660.8,0,Churn Risk
12387.0,2010-10-20 16:27:00,415,1,143.94,0,Churn Risk
12388.0,2011-11-24 12:30:00,15,8,3901.109999999999,2,Regular
12389.0,2010-11-02 11:52:00,402,3,1433.3300000000004,0,Churn Risk
12390.0,2011-09-21 09:33:00,79,1,549.8399999999999,2,Regular
12391.0,2011-11-18 12:07:00,21,6,2773.4199999999987,2,Regular
12392.0,2010-04-27 14:04:00,591,1,234.75000000000003,0,Churn Risk
12393.0,2011-09-28 15:41:00,72,6,2399.4499999999975,2,Regular
12394.0,2011-10-07 08:08:00,63,2,1272.4799999999998,2,Regular
12395.0,2011-11-20 15:21:00,19,15,5067.269999999997,2,Regular
12396.0,2010-02-03 13:22:00,674,1,931.4300000000006,0,Churn Risk
12397.0,2011-11-04 09:52:00,35,2,2409.9000000000005,2,Regular
12398.0,2011-10-25 10:27:00,45,1,1635.6599999999999,2,Regular
12399.0,2011-08-12 13:15:00,119,7,1962.300000000001,2,Regular
12400.0,2010-10-21 13:45:00,414,1,205.25,0,Churn Risk
12401.0,2011-02-09 13:50:00,303,1,84.3,0,Churn Risk
12402.0,2011-01-20 13:49:00,323,6,1256.9,0,Churn Risk
12403.0,2011-10-21 10:51:00,49,2,1019.36,2,Regular
12404.0,2010-01-26 16:25:00,682,1,63.24,0,Churn Risk
12405.0,2011-07-14 08:52:00,148,1,1710.3900000000006,2,Regular
12406.0,2011-11-17 19:22:00,22,5,6390.360000000002,2,Regular
12407.0,2011-10-21 10:11:00,49,5,1708.1200000000008,2,Regular
12408.0,2011-11-07 12:27:00,32,8,4340.77,2,Regular
12409.0,2011-09-22 10:38:00,78,7,23419.290000000005,2,Regular
12410.0,2011-02-04 10:39:00,308,3,1013.7099999999999,0,Churn Risk
12411.0,2010-10-26 09:25:00,409,1,346.9,0,Churn Risk
12412.0,2011-09-26 10:16:00,74,6,2596.929999999999,2,Regular
12413.0,2011-10-04 09:00:00,66,4,999.4499999999998,2,Regular
12414.0,2011-05-06 14:51:00,217,6,952.41,2,Regular
12415.0,2011-11-15 14:22:00,24,28,144458.37000000017,2,Regular
12416.0,2010-02-21 10:19:00,656,1,202.56,0,Churn Risk
12417.0,2011-12-06 14:52:00,3,20,6816.909999999998,2,Regular
12418.0,2011-08-19 11:08:00,112,4,2021.1999999999996,2,Regular
12419.0,2010-11-19 10:04:00,385,2,503.01,0,Churn Risk
12420.0,2011-10-07 08:55:00,63,1,600.3900000000001,2,Regular
12421.0,2011-11-24 09:07:00,15,6,1098.5999999999997,2,Regular
12422.0,2011-09-05 09:48:00,95,17,5231.800000000001,2,Regular
12423.0,2011-12-09 10:10:00,0,10,2622.390000000001,2,Regular
12424.0,2011-06-30 12:06:00,162,4,3340.0299999999997,2,Regular
12425.0,2011-09-22 17:31:00,78,2,1741.4099999999999,2,Regular
12426.0,2011-05-29 12:26:00,194,2,1345.2100000000005,2,Regular
12427.0,2011-11-18 08:56:00,21,3,1129.3,2,Regular
12428.0,2011-11-14 08:22:00,25,9,7956.460000000002,2,Regular
12429.0,2011-11-30 17:22:00,9,8,7485.909999999998,2,Regular
12430.0,2011-10-27 15:09:00,43,1,256.4,2,Regular
12431.0,2011-11-04 11:55:00,35,27,10857.969999999996,2,Regular
12432.0,2011-10-28 11:43:00,42,5,5059.3200000000015,2,Regular
12433.0,2011-12-09 10:02:00,0,10,20581.26000000006,2,Regular
12434.0,2011-09-16 12:38:00,84,3,1103.4299999999998,2,Regular
12435.0,2011-09-21 09:06:00,79,6,13925.93,2,Regular
12436.0,2011-09-01 12:09:00,99,1,509.01000000000005,2,Regular
12437.0,2011-12-08 11:35:00,1,39,12683.40000000001,2,Regular
12438.0,2011-11-25 13:28:00,14,2,2906.8500000000004,2,Regular
12439.0,2010-01-26 12:11:00,682,2,1158.1799999999996,0,Churn Risk
12440.0,2010-09-03 13:11:00,462,2,859.2000000000002,0,Churn Risk
12441.0,2010-12-08 10:45:00,366,1,347.09999999999997,0,Churn Risk
12442.0,2011-12-06 14:22:00,3,1,172.06,2,Regular
12443.0,2009-12-07 15:42:00,732,1,485.31000000000006,0,Churn Risk
12444.0,2011-11-18 13:23:00,21,5,5005.460000000001,2,Regular
12445.0,2011-11-17 18:43:00,22,2,434.98,2,Regular
12446.0,2011-10-13 12:50:00,57,1,1002.3099999999998,2,Regular
12447.0,2011-04-10 13:25:00,243,1,476.49,2,Regular
12448.0,2011-10-26 13:46:00,44,1,449.4500000000001,2,Regular
12449.0,2011-11-17 13:46:00,22,6,4835.889999999999,2,Regular
12450.0,2011-07-06 14:41:00,156,5,688.2,2,Regular
12451.0,2011-11-29 08:40:00,10,8,12669.880000000005,2,Regular
12452.0,2011-11-23 10:28:00,16,2,430.57000000000005,2,Regular
12453.0,2011-07-28 14:08:00,134,1,707.0899999999999,2,Regular
12454.0,2011-10-14 17:13:00,56,5,16679.78,2,Regular
12455.0,2011-09-27 15:31:00,73,10,5879.9500000000035,2,Regular
12456.0,2011-10-26 14:41:00,44,3,3181.0399999999995,2,Regular
12457.0,2011-10-04 13:13:00,66,8,2995.9100000000003,2,Regular
12458.0,2011-09-29 15:25:00,71,4,1777.4899999999996,2,Regular
12459.0,2010-04-13 14:53:00,605,1,454.3599999999999,0,Churn Risk
12460.0,2010-09-09 13:51:00,456,1,326.65,0,Churn Risk
12461.0,2011-09-06 16:57:00,94,2,826.8800000000001,2,Regular
12462.0,2011-11-21 09:11:00,18,2,1189.5900000000001,2,Regular
12463.0,2011-10-17 13:44:00,53,4,1344.7800000000002,2,Regular
12464.0,2011-11-29 13:33:00,10,8,1212.0499999999995,2,Regular
12465.0,2011-11-22 16:34:00,17,2,742.1899999999999,2,Regular
12466.0,2010-01-26 16:26:00,682,1,56.73,0,Churn Risk
12467.0,2010-10-12 15:41:00,423,1,132.79999999999998,0,Churn Risk
12468.0,2011-06-05 11:36:00,187,5,3670.7400000000016,2,Regular
12469.0,2010-07-05 12:40:00,522,2,3070.540000000001,0,Churn Risk
12470.0,2010-01-19 11:01:00,689,1,211.95000000000002,0,Churn Risk
12471.0,2011-12-07 15:43:00,2,79,39963.79,2,Regular
12472.0,2011-11-07 14:01:00,32,19,17880.590000000015,2,Regular
12473.0,2011-11-10 13:46:00,29,5,3938.55,2,Regular
12474.0,2011-11-22 14:39:00,17,31,12424.450000000004,2,Regular
12475.0,2011-10-17 10:10:00,53,2,1149.6400000000003,2,Regular
12476.0,2011-11-24 12:40:00,15,23,14115.40999999998,2,Regular
12477.0,2011-11-17 09:51:00,22,9,20276.37000000001,2,Regular
12478.0,2011-12-06 09:56:00,3,1,680.9900000000002,2,Regular
12479.0,2011-11-28 13:26:00,11,1,527.2,2,Regular
12480.0,2011-11-11 14:52:00,28,7,5464.849999999996,2,Regular
12481.0,2011-11-17 08:29:00,22,15,12361.390000000001,2,Regular
12482.0,2010-05-12 16:51:00,576,29,23691.399999999994,0,Churn Risk
12483.0,2011-11-22 17:02:00,17,19,5120.58,2,Regular
12484.0,2011-11-07 11:37:00,32,12,6370.149999999999,2,Regular
12485.0,2010-06-28 15:22:00,529,1,708.0999999999999,0,Churn Risk
12486.0,2010-10-04 12:14:00,431,1,1037.2800000000002,0,Churn Risk
12487.0,2009-12-09 11:36:00,730,1,285.29999999999995,0,Churn Risk
12488.0,2011-11-30 08:50:00,9,3,1298.6600000000003,2,Regular
12489.0,2011-01-07 13:13:00,336,1,334.92999999999995,0,Churn Risk
12490.0,2011-12-04 16:07:00,5,21,9823.639999999987,2,Regular
12491.0,2011-11-01 12:18:00,38,1,460.4000000000001,2,Regular
12492.0,2011-10-07 15:15:00,63,3,715.2099999999999,2,Regular
12493.0,2011-06-27 10:17:00,165,2,433.73999999999995,2,Regular
12494.0,2011-11-24 09:34:00,15,9,1872.8700000000008,2,Regular
12495.0,2010-03-09 10:53:00,640,1,357.4,0,Churn Risk
12496.0,2010-03-29 14:06:00,620,2,54.09,0,Churn Risk
12497.0,2011-09-19 12:29:00,81,3,6248.5,2,Regular
12498.0,2011-11-18 12:53:00,21,3,403.7,2,Regular
12499.0,2010-05-28 15:12:00,560,1,393.71999999999997,0,Churn Risk
12500.0,2011-11-16 16:20:00,23,19,5955.21,2,Regular
12501.0,2011-01-07 12:28:00,336,1,2169.3899999999994,0,Churn Risk
12502.0,2011-09-05 11:52:00,95,5,3723.8700000000003,2,Regular
12503.0,2010-05-04 13:59:00,584,1,1126.0,0,Churn Risk
12504.0,2011-11-21 16:02:00,18,4,779.0499999999998,2,Regular
12505.0,2010-10-27 09:18:00,408,1,955.2,0,Churn Risk
12506.0,2011-04-21 08:54:00,232,1,73.50000000000003,2,Regular
12507.0,2011-07-28 17:09:00,134,4,1844.0600000000002,2,Regular
12508.0,2011-11-13 15:37:00,26,2,398.27,2,Regular
12509.0,2011-02-28 14:45:00,284,1,176.5,0,Churn Risk
12510.0,2011-07-20 10:15:00,142,9,5178.02,2,Regular
12511.0,2010-10-07 10:39:00,428,1,3084.0200000000004,0,Churn Risk
12512.0,2011-10-04 14:55:00,66,2,138.03000000000006,2,Regular
12513.0,2011-08-19 10:51:00,112,1,612.2900000000001,2,Regular
12514.0,2011-03-17 16:38:00,267,2,1597.760000000001,0,Churn Risk
12515.0,2010-12-21 15:43:00,353,1,383.7,0,Churn Risk
12516.0,2011-09-23 09:13:00,77,4,2648.6199999999994,2,Regular
12517.0,2011-11-11 14:04:00,28,5,2502.84,2,Regular
12518.0,2011-12-09 10:13:00,0,5,2056.889999999999,2,Regular
12519.0,2011-10-07 09:26:00,63,2,726.54,2,Regular
12520.0,2011-09-21 15:23:00,79,5,2634.260000000001,2,Regular
12521.0,2011-07-20 10:51:00,142,1,599.6800000000001,2,Regular
12522.0,2011-10-31 15:30:00,39,2,192.72000000000003,2,Regular
12523.0,2011-11-20 12:55:00,19,23,4372.149999999998,2,Regular
12524.0,2011-11-30 15:31:00,9,17,11126.109999999991,2,Regular
12525.0,2010-07-29 16:08:00,498,3,973.73,0,Churn Risk
12526.0,2011-12-09 12:09:00,0,3,1316.6600000000003,2,Regular
12527.0,2011-09-19 11:55:00,81,5,735.5100000000003,2,Regular
12528.0,2011-11-30 14:40:00,9,6,1933.480000000001,2,Regular
12529.0,2010-06-29 13:10:00,528,1,316.47999999999996,0,Churn Risk
12530.0,2011-10-11 12:34:00,59,9,3759.26,2,Regular
12531.0,2011-11-25 11:12:00,14,2,1933.1999999999998,2,Regular
12532.0,2011-11-09 13:47:00,30,1,349.83,2,Regular
12533.0,2010-03-22 10:56:00,627,2,1367.8900000000008,0,Churn Risk
12534.0,2011-08-01 10:26:00,130,1,1089.18,2,Regular
12535.0,2011-09-09 08:48:00,91,2,716.3499999999997,2,Regular
12536.0,2011-10-27 14:20:00,43,3,12601.829999999996,2,Regular
12537.0,2010-10-27 08:36:00,408,1,732.9399999999998,0,Churn Risk
12538.0,2011-11-10 17:16:00,29,2,640.4499999999999,2,Regular
12539.0,2011-11-17 13:30:00,22,7,11214.749999999995,2,Regular
12540.0,2011-11-20 11:31:00,19,33,22254.49000000001,2,Regular
12541.0,2011-11-10 10:40:00,29,3,981.1800000000002,2,Regular
12542.0,2010-08-12 19:12:00,484,2,481.8799999999998,0,Churn Risk
12543.0,2010-09-17 15:51:00,448,1,980.2500000000002,0,Churn Risk
12544.0,2011-11-03 16:15:00,36,1,372.7,2,Regular
12545.0,2011-09-25 13:39:00,75,2,1000.3900000000001,2,Regular
12546.0,2011-10-24 12:09:00,46,2,1161.5,2,Regular
12547.0,2011-05-26 12:38:00,197,3,383.5799999999999,2,Regular
12548.0,2011-06-26 15:35:00,166,1,95.19999999999999,2,Regular
12549.0,2010-05-13 12:05:00,575,6,1575.6799999999998,0,Churn Risk
12550.0,2011-09-21 14:35:00,79,1,964.8299999999994,2,Regular
12551.0,2010-12-17 11:23:00,357,1,168.0,0,Churn Risk
12552.0,2011-11-01 10:02:00,38,2,437.81999999999994,2,Regular
12553.0,2011-12-01 16:38:00,8,12,4608.749999999999,2,Regular
12554.0,2010-09-17 12:29:00,448,1,468.49999999999994,0,Churn Risk
12555.0,2010-01-26 16:26:00,682,1,129.23,0,Churn Risk
12556.0,2011-10-20 13:06:00,50,2,603.7099999999999,2,Regular
12557.0,2011-11-23 16:59:00,16,8,18716.14,2,Regular
12558.0,2011-12-02 10:41:00,7,1,269.96000000000004,2,Regular
12559.0,2011-02-02 09:49:00,310,2,561.7099999999999,0,Churn Risk
12560.0,2011-12-04 13:54:00,5,3,2134.01,2,Regular
12561.0,2011-02-10 11:39:00,302,1,238.85,0,Churn Risk
12562.0,2011-12-01 17:20:00,8,9,4966.920000000001,2,Regular
12563.0,2010-10-27 09:52:00,408,1,249.24,0,Churn Risk
12564.0,2011-03-23 14:55:00,261,1,456.9000000000001,0,Churn Risk
12565.0,2011-02-24 10:34:00,288,1,145.92,0,Churn Risk
12566.0,2011-09-14 14:30:00,86,1,351.65000000000003,2,Regular
12567.0,2011-11-17 11:02:00,22,15,13709.860000000002,2,Regular
12568.0,2010-03-05 09:15:00,644,1,70.0,0,Churn Risk
12569.0,2011-12-07 16:24:00,2,32,4124.689999999999,2,Regular
12570.0,2010-01-26 17:28:00,682,1,77.52,0,Churn Risk
12571.0,2011-10-31 10:19:00,39,2,519.61,2,Regular
12572.0,2011-12-01 09:20:00,8,2,1020.4199999999995,2,Regular
12573.0,2011-04-26 15:52:00,227,5,717.4100000000007,2,Regular
12574.0,2011-01-28 09:20:00,315,1,218.45000000000002,0,Churn Risk
12575.0,2010-09-08 13:09:00,457,2,622.82,0,Churn Risk
12576.0,2011-11-04 10:11:00,35,8,2142.7200000000003,2,Regular
12577.0,2011-11-04 13:24:00,35,8,1653.7500000000005,2,Regular
12578.0,2011-11-18 13:30:00,21,4,4642.449999999997,2,Regular
12579.0,2011-09-22 17:15:00,78,1,440.41999999999996,2,Regular
12580.0,2011-04-07 10:24:00,246,2,1052.9,2,Regular
12581.0,2011-10-31 08:56:00,39,1,197.70999999999998,2,Regular
12582.0,2011-04-15 08:45:00,238,4,1980.3999999999999,2,Regular
12583.0,2011-12-07 08:07:00,2,27,14447.439999999991,2,Regular
12584.0,2011-12-06 09:35:00,3,9,2338.1500000000005,2,Regular
12585.0,2011-04-19 13:39:00,234,2,2040.099999999999,2,Regular
12586.0,2011-11-22 16:24:00,17,4,2062.670000000001,2,Regular
12587.0,2011-12-02 12:47:00,7,1,144.0,2,Regular
12588.0,2011-10-31 15:01:00,39,4,958.7800000000002,2,Regular
12589.0,2011-11-11 10:19:00,28,8,4695.66,2,Regular
12590.0,2011-05-12 14:52:00,211,2,9864.260000000004,2,Regular
12591.0,2011-01-26 14:35:00,317,3,1352.1500000000005,0,Churn Risk
12592.0,2011-09-08 15:04:00,92,5,2582.6600000000003,2,Regular
12593.0,2011-08-23 12:43:00,108,3,418.09999999999997,2,Regular
12594.0,2011-11-02 12:20:00,37,15,5090.110000000003,2,Regular
12595.0,2010-07-23 09:10:00,504,1,299.02000000000004,0,Churn Risk
12596.0,2011-10-19 13:02:00,51,2,618.27,2,Regular
12597.0,2011-11-20 13:33:00,19,4,3811.2200000000016,2,Regular
12598.0,2011-11-30 12:18:00,9,11,4534.089999999999,2,Regular
12599.0,2011-11-10 13:34:00,29,13,2296.72,2,Regular
12600.0,2011-11-11 10:29:00,28,21,5043.920000000002,2,Regular
12601.0,2011-06-03 10:17:00,189,6,681.26,2,Regular
12602.0,2011-10-12 11:22:00,58,1,153.12000000000003,2,Regular
12603.0,2011-11-18 10:42:00,21,1,739.1999999999999,2,Regular
12604.0,2011-09-21 14:08:00,79,2,254.17999999999998,2,Regular
12605.0,2010-11-28 14:18:00,376,4,1232.9500000000003,0,Churn Risk
12606.0,2010-01-26 16:23:00,682,1,21.0,0,Churn Risk
12607.0,2011-10-10 16:06:00,60,1,1579.51,2,Regular
12608.0,2010-10-31 10:49:00,404,1,415.78999999999996,0,Churn Risk
12609.0,2011-09-22 16:34:00,78,9,3435.86,2,Regular
12610.0,2011-11-17 09:34:00,22,5,2099.540000000001,2,Regular
12611.0,2011-10-18 13:12:00,52,1,1193.32,2,Regular
12612.0,2011-09-26 15:35:00,74,1,704.0400000000001,2,Regular
12613.0,2011-10-13 14:59:00,57,10,6835.070000000003,2,Regular
12614.0,2011-03-07 10:22:00,277,1,315.59999999999997,0,Churn Risk
12615.0,2011-12-07 15:02:00,2,8,5740.9800000000005,2,Regular
12616.0,2011-09-05 15:17:00,95,3,1131.1,2,Regular
12617.0,2011-11-10 14:39:00,29,1,355.5300000000002,2,Regular
12618.0,2011-11-18 11:10:00,21,1,177.31,2,Regular
12619.0,2011-11-23 14:52:00,16,10,3781.379999999999,2,Regular
12620.0,2011-11-25 10:20:00,14,3,1339.4099999999999,2,Regular
12621.0,2011-12-08 11:25:00,1,35,24775.810000000045,2,Regular
12622.0,2011-04-21 16:39:00,232,1,180.09999999999997,2,Regular
12623.0,2011-03-08 13:50:00,276,7,3747.8399999999997,0,Churn Risk
12624.0,2011-08-25 15:04:00,106,2,641.1300000000001,2,Regular
12625.0,2011-05-12 09:54:00,211,4,5164.879999999999,2,Regular
12626.0,2011-11-16 16:06:00,23,9,6620.479999999998,2,Regular
12627.0,2011-11-29 12:07:00,10,7,4478.530000000001,2,Regular
12628.0,2011-12-05 13:15:00,4,3,786.4599999999998,2,Regular
12629.0,2010-11-19 09:18:00,385,2,1558.2199999999998,0,Churn Risk
12630.0,2011-11-30 10:48:00,9,2,1270.8800000000006,2,Regular
12631.0,2011-10-13 13:53:00,57,6,3481.569999999999,2,Regular
12632.0,2010-07-07 09:39:00,520,2,804.88,0,Churn Risk
12633.0,2011-10-12 11:40:00,58,7,5678.159999999999,2,Regular
12634.0,2010-06-22 10:05:00,535,2,490.0,0,Churn Risk
12635.0,2011-09-11 11:04:00,89,4,2930.4100000000017,2,Regular
12636.0,2009-12-01 09:55:00,738,1,141.0,0,Churn Risk
12637.0,2011-10-03 13:46:00,67,12,8340.309999999987,2,Regular
12638.0,2011-11-06 13:11:00,33,2,921.4900000000002,2,Regular
12639.0,2011-04-15 12:48:00,238,3,1312.37,2,Regular
12640.0,2011-11-16 11:52:00,23,3,1174.58,2,Regular
12641.0,2011-08-16 13:26:00,115,1,185.9,2,Regular
12642.0,2011-11-14 15:03:00,25,3,1013.2600000000001,2,Regular
12643.0,2011-08-03 12:56:00,128,12,8350.420000000002,2,Regular
12644.0,2011-08-02 10:33:00,129,4,1918.4900000000005,2,Regular
12645.0,2011-11-06 12:38:00,33,8,3539.300000000002,2,Regular
12646.0,2011-12-05 10:14:00,4,2,1346.9699999999998,2,Regular
12647.0,2011-11-17 12:56:00,22,36,17924.35000000001,2,Regular
12648.0,2011-07-08 11:55:00,154,4,1112.0,2,Regular
12649.0,2011-08-24 14:41:00,107,8,2294.6500000000005,2,Regular
12650.0,2011-12-06 16:34:00,3,1,314.44,2,Regular
12651.0,2011-01-09 12:46:00,334,4,377.75,0,Churn Risk
12652.0,2011-01-12 15:00:00,331,2,1017.0299999999997,0,Churn Risk
12653.0,2011-07-14 10:41:00,148,3,4160.830000000001,2,Regular
12654.0,2011-11-29 10:10:00,10,5,601.98,2,Regular
12655.0,2010-10-12 09:17:00,423,1,261.35,0,Churn Risk
12656.0,2011-11-22 13:42:00,17,8,6407.829999999996,2,Regular
12657.0,2011-11-28 15:47:00,11,4,1643.1799999999998,2,Regular
12658.0,2011-11-21 10:22:00,18,1,686.0500000000001,2,Regular
12659.0,2011-11-10 11:53:00,29,1,91.68,2,Regular
12660.0,2011-11-28 13:26:00,11,1,245.10000000000002,2,Regular
12661.0,2010-09-29 16:46:00,436,1,162.00000000000003,0,Churn Risk
12662.0,2011-12-09 11:59:00,0,20,6988.0199999999995,2,Regular
12663.0,2010-03-25 09:40:00,624,2,239.4,0,Churn Risk
12664.0,2011-12-01 17:07:00,8,11,6070.04,2,Regular
12665.0,2011-01-19 08:34:00,324,3,313.6,0,Churn Risk
12666.0,2010-11-10 16:40:00,394,1,1248.42,0,Churn Risk
12667.0,2011-10-12 17:00:00,58,1,620.13,2,Regular
12668.0,2011-11-28 10:56:00,11,10,11444.68000000001,2,Regular
12669.0,2011-07-12 09:54:00,150,3,2744.0299999999997,2,Regular
12670.0,2011-11-29 15:23:00,10,7,3760.29,2,Regular
12671.0,2010-04-12 16:30:00,606,1,2622.481000000001,0,Churn Risk
12672.0,2011-01-14 09:20:00,329,2,437.05,0,Churn Risk
12673.0,2011-12-04 13:55:00,5,3,1230.0199999999998,2,Regular
12674.0,2011-11-01 12:12:00,38,4,1970.600000000001,2,Regular
12675.0,2010-06-04 09:49:00,553,2,958.5000000000002,0,Churn Risk
12676.0,2011-11-15 12:25:00,24,11,2843.09,2,Regular
12677.0,2010-06-02 14:30:00,555,2,395.09999999999997,0,Churn Risk
12678.0,2011-10-28 13:04:00,42,21,34281.17999999995,2,Regular
12679.0,2011-10-12 12:30:00,58,4,1113.02,2,Regular
12680.0,2011-12-09 12:50:00,0,4,880.81,2,Regular
12681.0,2011-11-25 11:33:00,14,45,30868.27999999999,2,Regular
12682.0,2011-12-06 10:00:00,3,52,24033.91000000001,2,Regular
12683.0,2011-12-05 16:31:00,4,21,12696.779999999993,2,Regular
12684.0,2011-12-02 09:53:00,7,7,2283.6299999999997,2,Regular
12685.0,2011-11-11 13:46:00,28,6,2863.079999999999,2,Regular
12686.0,2010-12-03 09:51:00,371,1,178.28,0,Churn Risk
12687.0,2010-08-16 12:12:00,480,2,2138.9100000000003,0,Churn Risk
12688.0,2011-08-18 08:49:00,113,1,4873.810000000005,2,Regular
12689.0,2011-11-14 08:31:00,25,2,1247.61,2,Regular
12690.0,2011-05-18 09:09:00,205,1,389.00999999999993,2,Regular
12691.0,2011-11-11 16:49:00,28,7,1170.4000000000003,2,Regular
12692.0,2010-03-12 14:02:00,637,1,110.95,0,Churn Risk
12693.0,2011-08-04 17:51:00,127,7,1703.02,2,Regular
12694.0,2011-09-30 13:06:00,70,3,1843.3500000000001,2,Regular
12695.0,2011-12-02 13:22:00,7,7,1407.1200000000006,2,Regular
12696.0,2010-10-01 10:43:00,434,2,851.9100000000001,0,Churn Risk
12697.0,2011-11-11 08:47:00,28,3,957.5899999999999,2,Regular
12698.0,2010-04-28 15:51:00,590,1,339.75000000000006,0,Churn Risk
12699.0,2010-10-18 12:07:00,417,1,638.1100000000001,0,Churn Risk
12700.0,2011-12-02 10:47:00,7,4,4939.990000000006,2,Regular
12701.0,2011-09-21 10:47:00,79,6,2446.41,2,Regular
12702.0,2011-11-20 10:36:00,19,1,219.0,2,Regular
12703.0,2011-09-29 17:52:00,71,4,1006.5300000000001,2,Regular
12704.0,2011-12-02 13:15:00,7,8,2340.84,2,Regular
12705.0,2011-11-24 13:17:00,15,14,11762.100000000017,2,Regular
12707.0,2011-02-21 08:38:00,291,1,603.42,0,Churn Risk
12708.0,2011-11-10 09:52:00,29,18,5314.100000000001,2,Regular
12709.0,2011-11-24 15:38:00,15,34,31093.340000000015,2,Regular
12710.0,2011-09-04 12:00:00,96,3,1149.0200000000004,2,Regular
12711.0,2010-04-07 11:59:00,611,2,1339.0500000000002,0,Churn Risk
12712.0,2011-11-11 08:19:00,28,21,7193.660000000002,2,Regular
12713.0,2011-12-09 12:16:00,0,1,848.5499999999998,2,Regular
12714.0,2011-11-30 15:43:00,9,12,14093.710000000014,2,Regular
12715.0,2011-08-25 15:22:00,106,1,353.85999999999996,2,Regular
12716.0,2011-12-06 08:55:00,3,2,1053.4899999999998,2,Regular
12717.0,2011-07-11 14:47:00,151,3,1308.9099999999999,2,Regular
12718.0,2011-09-29 16:38:00,71,1,238.25000000000003,2,Regular
12719.0,2011-12-04 13:45:00,5,2,644.9499999999999,2,Regular
12720.0,2011-12-07 08:03:00,2,30,8260.670000000002,2,Regular
12721.0,2011-11-08 12:13:00,31,8,4013.08,2,Regular
12722.0,2011-09-15 14:50:00,85,4,997.6300000000001,2,Regular
12723.0,2011-12-06 10:19:00,3,5,725.07,2,Regular
12724.0,2011-12-04 16:02:00,5,7,2317.5200000000013,2,Regular
12725.0,2010-12-03 15:45:00,371,4,2694.56,0,Churn Risk
12726.0,2011-11-11 13:35:00,28,11,4014.599999999999,2,Regular
12727.0,2011-11-29 11:46:00,10,10,5679.529999999997,2,Regular
12728.0,2011-09-29 15:31:00,71,5,1070.17,2,Regular
12729.0,2011-08-18 11:40:00,113,1,453.0100000000001,2,Regular
12730.0,2010-07-06 12:19:00,521,1,829.2500000000001,0,Churn Risk
12731.0,2011-11-16 11:59:00,23,17,25775.710000000043,2,Regular
12732.0,2011-06-13 11:33:00,179,1,236.2600000000001,2,Regular
12733.0,2011-04-19 16:19:00,234,4,2424.8699999999994,2,Regular
12734.0,2010-12-22 12:47:00,352,3,639.65,0,Churn Risk
